timestamp,value
1752221949,0.006520644
1752222009,0.006520644
1752222069,0.003351888
1752222129,0.004135148
1752222189,0.006077327
1752222249,0.006077327
1752222309,0.006077327
1752222369,0.003280007
1752222429,0.003280007
1752222489,0.003280007
1752222549,0.002895966
1752222609,0.003047279
1752222669,0.003047279
1752222729,0.003047279
1752222789,0.003047279
1752222849,0.002989832
1752222909,0.002989832
1752222969,0.001966027
1752223029,0.003525814
1752223089,0.004036123
1752223149,0.003525814
