timestamp,value
1752221949,0.003065579
1752222009,0.003065579
1752222069,0.002698876
1752222129,0.002698876
1752222189,0.004067067
1752222249,0.004067067
1752222309,0.004067067
1752222369,0.001613999
1752222429,0.002010309
1752222489,0.002010309
1752222549,0.002288117
1752222609,0.002288117
1752222669,0.002288117
1752222729,0.002288117
1752222789,0.003707192
1752222849,0.003707192
1752222909,0.003707192
1752222969,0.002218579
1752223029,0.002218579
1752223089,0.002218579
1752223149,0.001409998
